72789 73007 95324 190881 208676 
arb 0 0 0 0 7 
kask 0 0 0 0 7 
non-publ 0 0 0 7 0 
cope 0 0 4 0 3 
exactli 1 0 3 2 1 
telemedia 0 0 0 7 0 
near-term 0 2 1 0 4 
34.2 0 0 0 1 6 
self-suffici 2 4 0 1 0 
underlin 1 1 5 0 0 
bulletin 3 2 2 0 0 
46,000 0 0 0 0 7 
rico 2 0 0 2 3 
29.2 0 0 0 0 7 
152 1 0 6 0 0 
4,500 3 3 0 0 1 
zenith 0 0 0 0 7 
vienna 4 0 1 1 1 
45.2 2 0 0 0 5 
atico 0 0 0 5 2 
state-run 4 0 0 2 1 
photo 0 0 0 3 4 
fred 2 0 2 2 1 
225 1 1 0 3 2 
405 1 5 0 1 0 
oxi 4 0 0 3 0 
164,000 0 0 1 1 5 
oxford 0 0 0 5 2 
comit 0 7 0 0 0 
rexham 0 0 0 7 0 
1,600,000 0 0 0 2 5 
22.3 0 0 0 3 4 
dibona 7 0 0 0 0 
18.1 0 0 0 1 6 
titl 0 0 1 6 0 
mexico' 7 0 0 0 0 
68.8 0 2 0 0 5 
persian 7 0 0 0 0 
aluminum 0 0 0 4 3 
blow 4 1 1 1 0 
112,000 0 0 0 0 7 
state-oil 7 0 0 0 0 
1.93 0 1 0 0 6 
mckesson 0 0 0 7 0 
non-vot 0 0 0 4 3 
h.r.s. 0 0 0 7 0 
eat 0 3 3 0 1 
kaunda 0 0 7 0 0 
2.30 0 2 0 1 4 
mcintyr 0 0 0 7 0 
zayr 0 0 0 0 7 
zinc 0 1 0 4 2 
cohen 0 0 4 2 1 
29.6 0 0 0 1 6 
nzi 0 0 0 7 0 
dim 0 2 0 5 0 
eighth 2 0 4 1 0 
yuan 0 4 3 0 0 
turner 0 0 0 1 6 
edmonton 5 0 0 1 1 
facilit 0 0 0 5 2 
attitud 1 1 4 1 0 
owens-corn 0 0 0 7 0 
27.8 0 0 0 0 7 
med 2 1 0 1 3 
235,000 2 0 0 0 5 
sama 0 0 5 0 2 
1.00 2 0 0 0 5 
161,000 0 0 0 0 7 
gerber 0 0 0 7 0 
bsi 0 0 0 4 3 
10-7/8 0 0 6 1 0 
francisco 0 0 0 6 1 
220 2 1 0 2 2 
prorat 1 0 0 6 0 
lawn 0 0 0 3 4 
1995 4 0 0 2 1 
270 0 1 1 2 3 
interlink 0 0 0 7 0 
fructos 0 7 0 0 0 
platform 6 0 0 1 0 
maxim 1 0 0 6 0 
dallas-bas 3 0 0 3 1 
10-7/16 0 0 7 0 0 
denver 0 2 0 4 1 
nutrit 0 0 0 6 1 
subscript 0 0 4 1 2 
waterway 3 4 0 0 0 
pariba 3 0 0 2 2 
escal 5 1 0 0 1 
woodsid 0 0 0 0 7 
62.5 1 0 0 2 4 
mors 0 0 0 6 1 
sheldahl 0 0 0 4 3 
thwart 1 1 1 4 0 
2.27 0 0 0 0 7 
train 0 1 1 3 2 
mid-rang 0 0 0 0 7 
bankhau 0 0 0 7 0 
beauti 0 0 0 6 1 
123,000 1 4 0 0 2 
govett 0 0 2 2 3 
eagl 1 0 0 3 3 
footwear 0 0 0 7 0 
spokesmen 1 0 0 6 0 
inertia 0 0 3 0 4 
incid 4 0 2 1 0 
fewer 1 0 2 1 3 
30.0 0 2 0 0 5 
3.14 0 4 0 0 3 
425 0 3 2 0 2 
rd 6 0 0 0 1 
impli 3 0 3 0 1 
10-13/16 0 0 7 0 0 
dixons' 0 0 0 7 0 
southam 0 0 0 7 0 
tele-commun 0 0 0 5 2 
icahn' 0 0 0 7 0 
ethiopia 0 6 1 0 0 
flexi-van 0 0 0 3 4 
dormanc 0 7 0 0 0 
steer 1 0 5 1 0 
everyon 2 1 2 2 0 
rosario 1 3 0 3 0 
guardian-morton 0 0 0 7 0 
throughput 7 0 0 0 0 
teck 0 0 0 7 0 
walt 0 0 0 7 0 
element 0 1 3 1 2 
barbara 1 0 0 6 0 
buffton 0 0 0 3 4 
wake 0 0 0 2 5 
crimin 0 0 0 1 6 
sue 0 0 0 7 0 
odeon 0 0 0 3 4 
foodservic 0 0 0 6 1 
contend 1 1 0 5 0 
hamburg 0 0 1 4 2 
syrup 0 7 0 0 0 
outokumpu 0 0 0 0 7 
fought 0 1 1 4 1 
309,000 0 2 0 0 5 
rainier 0 0 0 7 0 
arrear 0 0 7 0 0 
accuray 0 0 0 2 5 
tel 0 0 0 4 3 
beneficiari 1 1 1 0 4 
130,000 2 0 0 1 4 
unclear 0 2 2 3 0 
138 2 0 1 1 3 
64.5 0 0 0 0 7 
disciplin 5 0 1 1 0 
allied-lyons' 0 0 0 2 5 
tele 0 0 0 7 0 
4,700,000 0 0 0 1 6 
arvin 0 0 0 0 7 
neglig 0 0 0 5 2 
cri 0 0 0 0 7 
belong 1 1 0 4 1 
planter 0 1 0 5 1 
allwast 0 0 0 7 0 
constant 3 0 3 1 0 
biopool 0 0 0 7 0 
grass 0 4 0 3 0 
dental 0 0 0 7 0 
verifi 4 1 2 0 0 
year-to-d 6 0 0 0 1 
whatev 2 1 2 2 0 
orbanco 0 0 0 7 0 
360 0 0 3 1 3 
4.30 0 0 1 1 5 
mid-februari 0 3 2 2 0 
dubili 0 0 0 7 0 
32.3 0 0 0 0 7 
1-3/8 1 0 1 5 0 
ixl 0 0 0 5 2 
sulphur 6 0 0 0 1 
fleme 0 0 0 4 3 
simmon 1 0 0 5 1 
hoar 0 0 2 2 3 
cti 0 0 0 6 1 
thin 1 3 2 0 1 
22.1 0 1 0 1 5 
trade-weight 0 0 7 0 0 
pakistan 0 7 0 0 0 
task 4 2 1 0 0 
hardship 4 1 1 1 0 
firmli 3 1 2 1 0 
seven-year 1 0 3 3 0 
320 0 0 1 2 4 
23.8 0 0 0 0 7 
3.07 0 3 0 1 3 
nugent 7 0 0 0 0 
1.86 0 0 2 0 5 
1993 1 0 1 4 1 
hampshir 0 0 0 5 2 
founder 0 0 0 6 1 
layoff 1 0 0 2 4 
quantum 0 0 2 5 0 
4.35 0 0 1 3 3 
criteria 2 3 0 2 0 
spethmann 0 0 0 0 7 
boot 0 2 0 5 0 
salt 0 0 0 6 1 
dampen 0 1 4 1 1 
29.3 0 0 0 0 7 
desper 1 1 5 0 0 
squar 0 0 1 3 3 
suitabl 1 2 1 3 0 
gtx 0 0 0 7 0 
one-for-on 0 0 0 6 1 
avert 4 2 1 0 0 
kdd 0 0 0 7 0 
minorco 0 0 0 0 7 
ronald 1 0 0 5 1 
trico 2 0 0 5 0 
mcv 0 0 0 7 0 
het 0 7 0 0 0 
32,000 2 1 0 1 3 
guinea 6 0 0 1 0 
clevebaco 0 0 0 7 0 
zim 0 0 0 0 7 
720,000 0 1 0 0 6 
115.3 0 0 0 1 6 
cavendish 0 0 0 0 7 
2.40 0 3 0 0 4 
129 0 2 3 1 1 
smelter 0 0 0 1 6 
promissori 0 0 0 4 3 
387 0 0 0 7 0 
2.02 0 0 1 1 5 
bomb 4 2 0 0 1 
barber 2 0 0 0 5 
2.78 1 1 0 0 5 
j.c. 1 0 0 2 4 
50.7 0 0 3 0 4 
26.7 0 1 0 0 6 
6,600,000 0 0 0 0 7 
1975 2 3 1 1 0 
f.w. 0 0 0 1 6 
spotlight 1 2 3 1 0 
nobel 0 0 0 7 0 
1.49 0 2 0 0 5 
presplit 0 0 0 0 7 
brkn. 1 0 0 3 3 
poland 0 7 0 0 0 
154 3 0 1 1 2 
opec. 7 0 0 0 0 
exxon' 7 0 0 0 0 
40.8 0 0 0 1 6 
thai 0 3 0 4 0 
overli 1 0 2 3 1 
cityquest 0 0 0 7 0 
48,000 0 4 0 0 3 
ltv 0 0 0 0 7 
stoppag 7 0 0 0 0 
leonard 0 0 1 4 2 
26.5 0 1 0 0 6 
ici 0 0 0 1 6 
3,200,000 0 0 0 2 5 
javier 7 0 0 0 0 
strictli 5 2 0 0 0 
wei 0 3 0 0 4 
billboard 0 0 0 7 0 
walker-gooderham 0 0 0 3 4 
herrington' 7 0 0 0 0 
beet 0 4 0 3 0 
free-fal 0 0 6 0 0 
345 1 0 4 0 1 
microfilm 0 0 0 3 3 
ag' 0 0 2 3 1 
nbh 0 0 0 6 0 
cincinnati 0 3 0 3 0 
46.8 0 0 0 0 6 
smithson 0 0 0 6 0 
nichol 0 0 0 5 1 
leasehold 1 0 0 3 2 
1,500 1 2 0 0 3 
35.8 0 1 0 0 5 
1997 0 0 0 6 0 
allegheny' 0 0 0 6 0 
ax 0 0 0 0 6 
beall 0 0 0 0 6 
tract 6 0 0 0 0 
microchip 0 0 1 5 0 
wiggin 0 0 0 0 6 
computer 0 0 0 2 4 
accus 1 1 1 2 1 
lace 0 0 0 6 0 
emhart 0 0 0 0 6 
wolverin 0 0 0 5 1 
acid 1 0 0 4 1 
67.6 0 1 0 0 5 
123.1 0 0 0 0 6 
1.63 0 3 0 0 3 
enzon 0 0 0 6 0 
beecham 0 0 0 6 0 
nonrecur 0 0 0 0 6 
8,000 0 2 2 0 2 
mercer 0 0 0 5 1 
96,000 0 1 0 0 5 
itoh 0 0 0 6 0 
marketplac 0 0 2 2 2 
tian 0 2 4 0 0 
985 1 0 1 3 1 
sfx 0 0 0 6 0 
xerox 0 0 0 6 0 
filter 0 0 0 5 1 
unoffici 0 3 2 1 0 
32.6 0 0 0 0 6 
three-way 0 0 0 6 0 
company-own 0 0 0 2 4 
contel 0 0 0 2 4 
rail 0 1 0 3 2 
earth 1 1 0 2 2 
chamber 1 0 3 0 2 
mere 0 0 2 1 3 
conced 0 0 3 1 2 
laroch 0 0 0 6 0 
medium-s 0 1 3 1 1 
36.50 0 0 0 5 1 
schmidt 0 0 2 2 2 
field' 6 0 0 0 0 
downtown 0 0 0 4 2 
character 1 0 0 3 2 
tab 1 0 0 4 1 
56,000 0 4 0 0 2 
collater 0 0 2 1 3 
excit 1 1 0 2 2 
2,600,000 0 1 0 1 4 
ge' 0 0 0 1 5 
silkworm 6 0 0 0 0 
forego 0 6 0 0 0 
7.75 0 0 1 4 1 
1.67 0 0 0 0 6 
moller 0 0 0 6 0 
eep. 0 6 0 0 0 
1-15 0 6 0 0 0 
farmers' 0 6 0 0 0 
kelman 0 0 0 6 0 
amcast 0 0 0 4 2 
17.7 0 0 0 0 6 
necess 0 1 2 2 1 
hydro 6 0 0 0 0 
imposit 1 0 4 0 1 
34.8 0 1 1 0 4 
114 0 0 1 2 3 
itsu.t 0 0 0 6 0 
psycholog 1 0 5 0 0 
57.1 0 0 0 0 6 
48.5 0 0 0 0 6 
freedman 2 0 0 4 0 
63.0 0 3 0 0 3 
abus 0 1 1 3 1 
al-sabah 6 0 0 0 0 
kappa 0 0 0 6 0 
spare 2 2 0 2 0 
richardson 0 0 0 2 4 
pois 2 1 1 0 2 
inl 0 0 0 6 0 
99,000 0 0 0 0 6 
tank 3 1 0 2 0 
135,000 0 1 0 1 4 
pse 0 5 0 0 1 
texstyren 0 0 0 3 3 
3,500,000 0 0 0 2 4 
underperform 0 0 0 0 6 
replied: 3 0 2 0 1 
39.0 0 0 0 0 6 
barreto 0 6 0 0 0 
316 2 0 0 3 1 
tap 3 0 2 1 0 
magna 0 0 0 5 1 
225,000 0 4 0 0 2 
quantifi 0 0 2 1 3 
sunshin 0 2 0 0 4 
25.9 0 0 0 0 6 
labatt 0 0 0 0 6 
carteret 0 0 0 6 0 
roxi 5 0 0 0 1 
rilwanu 6 0 0 0 0 
journal 1 0 0 4 1 
unprofit 0 0 0 1 5 
ill 0 2 0 4 0 
png 6 0 0 0 0 
628,000 3 0 0 0 3 
1.94 0 0 0 0 6 
cruz 6 0 0 0 0 
688 0 0 0 0 6 
3.74 0 0 0 0 6 
volkswagen 0 0 1 2 3 
30.5 0 0 0 2 4 
year-on-year 3 0 0 0 3 
49.4 0 0 0 2 4 
shore 1 0 1 2 2 
134 0 1 0 0 5 
irvin 0 0 0 6 0 
staf 0 0 0 2 4 
fec 0 0 6 0 0 
126 0 0 0 2 4 
901,000 0 0 0 0 6 
calgari 1 0 0 3 2 
adequaci 0 0 1 2 3 
2.59 0 2 0 0 4 
rabbit 0 0 0 6 0 
bradley 0 0 0 0 6 
ottawa 0 4 0 2 0 
salant 0 0 0 0 6 
mesa 1 0 0 2 3 
physician 0 0 0 3 3 
one-for-four 0 0 0 1 5 
lyon 0 0 0 4 2 
wouldn't 0 1 1 2 2 
hunter 0 0 0 6 0 
dyr 0 0 0 1 5 
47.5 1 0 0 1 4 
sm 0 0 0 6 0 
argentina' 1 5 0 0 0 
lai 0 0 0 6 0 
fellow 4 0 0 0 2 
420 2 0 0 1 3 
dresser 3 0 0 0 3 
4.00 0 1 1 3 1 
18.3 0 1 0 0 5 
44.3 1 0 0 0 5 
auster 6 0 0 0 0 
wine 0 1 0 4 1 
remind 0 2 3 1 0 
helm 0 1 0 3 2 
ingredi 0 0 0 6 0 
vari 0 5 0 0 1 
predecessor 0 0 1 1 4 
grossli 0 0 3 3 0 
goodwil 0 0 0 1 5 
3.28 0 0 0 2 4 
landslid 6 0 0 0 0 
keidanren 0 0 2 4 0 
r. 2 0 0 3 1 
signatur 0 0 2 4 0 
leon 5 0 0 1 0 
christi 4 0 0 2 0 
sceptr 0 0 0 4 2 
harvard 1 0 0 3 2 
2.19 0 0 0 4 2 
seminar 4 0 1 0 1 
friday' 1 0 2 1 2 
542.2 0 0 0 6 0 
9,000 0 2 0 0 4 
0.8 1 0 2 2 1 
12-mar-1987 2 0 0 0 4 
n.c. 0 0 0 3 3 
83.2 0 0 0 0 6 
abund 2 3 1 0 0 
2,100,000 0 0 0 0 6 
shorten 0 1 1 3 1 
2.29 3 0 0 0 3 
35.5 0 0 0 2 4 
commission 2 2 0 2 0 
faraway 0 0 0 6 0 
wiehn 0 0 0 0 6 
diseas 0 4 0 2 0 
toyota 0 0 0 6 0 
path 2 0 3 1 0 
notifi 2 2 0 1 1 
unsecur 1 0 0 1 4 
non-consolid 0 0 0 2 4 
hemdal 0 0 0 6 0 
70.5 0 0 0 2 4 
347 0 0 3 0 3 
loh 0 0 0 0 6 
norcen 1 0 0 0 5 
43,000 0 2 0 1 3 
jwt 0 0 0 6 0 
bryson 0 0 0 6 0 
244 0 0 0 4 2 
4.11 1 1 0 0 4 
chavin 0 0 0 6 0 
jordan' 2 0 3 0 1 
mario 0 0 0 6 0 
management-l 0 0 0 6 0 
50-50 1 2 0 2 1 
mercuri 0 0 0 0 6 
burger 0 0 0 3 3 
overhead 0 0 0 3 3 
bellsouth 0 0 0 4 2 
laurentian 0 0 0 1 5 
hackmann 0 6 0 0 0 
34.3 0 0 0 0 6 
printer 0 0 0 3 3 
nortek 0 0 0 5 1 
papyru 0 0 0 6 0 
atcor 0 0 0 0 6 
3,300,000 0 0 0 1 5 
profil 0 1 2 1 2 
3.30 1 0 1 0 4 
careplu 0 0 0 5 1 
leaf 0 1 0 5 0 
lago 5 0 1 0 0 
preclud 0 1 1 2 2 
nordbanken 0 0 0 6 0 
gm' 0 0 0 1 5 
forma 0 0 0 2 4 
mhi 0 0 0 6 0 
chinese-mad 6 0 0 0 0 
fumio 0 0 0 6 0 
3.33 2 1 0 1 2 
3.70 1 3 1 0 1 
ica 0 1 2 2 1 
sugarman 0 0 0 6 0 
suffield 0 0 0 5 1 
81.3 0 0 0 1 5 
alabama 1 1 0 3 1 
penetr 1 0 0 2 3 
cbkg.f 0 0 1 3 2 
wor-tv 0 0 0 6 0 
precambrian 0 0 0 0 6 
bristol-my 0 0 0 5 1 
38.6 0 0 0 0 6 
frazier 0 6 0 0 0 
ticket 0 0 0 5 1 
five-for-four 0 0 0 1 5 
kadoori 0 0 0 6 0 
mccrori 0 0 0 6 0 
chv 6 0 0 0 0 
shut-in 6 0 0 0 0 
faith 0 1 0 5 0 
115,000 2 0 0 1 3 
scime 0 0 0 6 0 
suchard 0 0 0 2 4 
stripper 6 0 0 0 0 
18.6 0 1 0 1 4 
dale 0 3 0 3 0 
startup 0 0 0 0 6 
85.4 0 0 0 0 6 
1,541,000 0 0 0 0 6 
34.4 0 0 0 1 5 
2.72 0 0 0 0 6 
submers 0 0 0 6 0 
length 1 0 1 3 1 
jet 0 0 0 1 5 
1,300,000 0 0 0 0 6 
ldbrinkman 0 0 0 5 1 
congressman 1 5 0 0 0 
pantherella 0 0 0 6 0 
12-point 5 0 1 0 0 
astral 0 0 0 6 0 
caribbean 6 0 0 0 0 
messidor 0 0 0 6 0 
borg-warner' 0 0 0 6 0 
berri 0 0 0 6 0 
3.15 0 2 0 0 4 
sage 0 0 0 4 2 
rein 0 0 5 0 1 
pa. 0 0 0 6 0 
antibiotico 0 0 0 6 0 
35.4 0 0 0 0 6 
milk 0 5 0 0 1 
gartner 0 0 0 4 2 
25.4 0 0 0 0 6 
nigeria' 2 0 4 0 0 
36.7 0 0 0 0 6 
seton 0 0 0 6 0 
3.88 0 0 0 1 5 
3-mar-1987 0 2 0 0 4 
ecopetrol 6 0 0 0 0 
kernel 0 6 0 0 0 
arizona 0 0 0 6 0 
corpu 4 0 0 2 0 
4.20 0 0 0 4 2 
depositari 0 0 0 3 3 
chemi 2 0 0 2 2 
dead 3 2 1 0 0 
61,000 0 2 0 1 3 
assert 1 0 1 4 0 
carryov 0 2 0 0 4 
strenger 0 0 0 0 6 
grangemouth 6 0 0 0 0 
guin.l 0 0 0 5 1 
o'keef 0 0 0 6 0 
castl 0 0 0 3 3 
i'd 0 3 3 0 0 
brewer 0 0 0 4 2 
42.3 0 0 1 0 5 
pvdc 0 0 0 5 1 
26,000 1 1 0 0 4 
202,000 1 0 0 0 5 
sindt 0 6 0 0 0 
30.1 0 0 0 1 5 
pork 2 2 1 1 0 
boe 0 0 0 2 4 
va. 0 0 0 6 0 
bombay 0 0 0 4 2 
weapon 0 0 1 4 1 
chargeoff 0 0 0 0 6 
taxabl 0 0 0 0 6 
1.69 1 2 0 0 3 
potato 0 6 0 0 0 
fend 0 0 0 5 1 
andrew 1 0 2 3 0 
bauxit 0 0 0 0 6 
usda. 0 6 0 0 0 
3/4 0 0 3 2 1 
98.7 0 0 0 0 6 
maxtor 0 0 0 6 0 
harbour 2 1 0 2 1 
citadel 0 0 0 6 0 
unaccept 1 0 3 2 0 
harlow 0 0 0 0 6 
operatorship 6 0 0 0 0 
infring 1 0 0 5 0 
550,000 0 3 0 0 3 
cushion 1 0 5 0 0 
9-11/16 0 0 6 0 0 
orange-co 0 0 0 6 0 
aetna 0 0 0 6 0 
tseng 0 0 0 0 6 
vat 2 0 0 0 4 
pharmacia 0 0 0 0 6 
bangemann 0 0 6 0 0 
road 0 2 0 1 3 
acquisition' 0 0 0 6 0 
al-khalifa 6 0 0 0 0 
shoot 3 1 1 0 1 
norri 0 0 0 5 1 
crk 0 0 1 0 5 
plea 3 0 2 1 0 
norg 4 0 0 2 0 
kdi 0 0 0 6 0 
181 0 0 2 0 4 
converg 0 0 3 2 1 
mci 0 0 0 0 6 
72.1 0 0 4 0 2 
paradyn 0 0 0 0 6 
cordero 6 0 0 0 0 
town 3 0 1 1 1 
85,000 0 0 0 1 5 
recaptur 2 1 0 1 2 
216,000 0 1 0 0 5 
aircal 0 0 0 6 0 
seal 0 0 0 5 1 
contractu 2 1 0 3 0 
tcbi 0 0 0 0 6 
intang 0 0 0 1 5 
trailer 0 0 0 5 1 
3,600,000 0 0 0 2 4 
1,800,000 0 0 0 1 5 
non-farm 1 0 5 0 0 
you'r 2 3 0 1 0 
okay 0 0 0 6 0 
llc 0 0 0 0 6 
224 1 0 4 1 0 
allen 1 3 0 2 0 
1,025,000 0 0 0 0 6 
cheetham 0 0 0 6 0 
kilo 0 6 0 0 0 
24.0 0 0 0 2 4 
nevertheless 0 0 3 1 2 
shultz' 0 6 0 0 0 
scrubber 0 0 0 0 6 
1.97 0 0 0 0 6 
rationalis 1 0 0 1 4 
34.7 0 0 0 0 6 
13-nation 6 0 0 0 0 
graviti 5 1 0 0 0 
9.50 0 0 0 4 2 
lightn 0 5 0 0 1 
numer 0 1 0 4 1 
sogen 0 0 0 6 0 
51,000 1 0 0 1 4 
father 0 0 3 3 0 
hammer 0 1 0 5 0 
dealt 2 2 2 0 0 
unnam 1 0 0 5 0 
underwritten 0 0 0 4 2 
fl-yr 0 0 0 0 6 
48.2 0 1 0 0 5 
660,000 2 0 0 1 3 
judg 0 1 1 4 0 
42,000 0 1 2 1 2 
slowdown 1 0 4 0 1 
30.6 1 0 0 1 4 
metromail 0 0 0 0 6 
editor 1 0 0 5 0 
lyng' 0 6 0 0 0 
355 0 1 3 0 2 
cote 2 0 0 4 0 
mobex 0 0 0 6 0 
tone 2 2 1 0 1 
3.21 0 0 0 0 6 
bach 1 1 0 2 2 
cytrx 0 0 0 6 0 
310 0 0 1 2 3 
28.1 1 1 0 1 3 
dhabi 4 0 2 0 0 
jeumont-schneid 0 0 0 6 0 
staley 0 3 0 1 2 
fountain 0 0 0 6 0 
12.50 0 0 1 4 1 
thereaft 0 1 0 3 2 
hillsdown 0 0 0 2 4 
disagre 1 1 2 2 0 
310,000 3 0 0 0 3 
hovnanian 0 0 0 0 6 
1,100,000 0 0 0 2 4 
30-year 2 0 3 0 1 
stephen 1 0 2 3 0 
hr 1 4 0 1 0 
ferri 0 0 0 2 4 
people; 0 0 0 6 0 
dlr-a-shar 0 0 0 5 1 
g. 1 0 1 3 1 
negara 0 0 3 3 0 
febr 6 0 0 0 0 
property-casualti 0 0 0 0 6 
succe 1 0 0 5 0 
heymann 0 0 0 0 6 
tighter 1 3 2 0 0 
cruis 0 0 0 4 2 
rockwel 0 0 0 3 3 
theater 0 0 0 6 0 
slate 0 0 0 5 1 
genet 0 0 0 2 4 
tinker 0 2 4 0 0 
3.34 0 2 1 0 3 
techniqu 3 2 0 0 1 
occupi 5 1 0 0 0 
33.0 0 0 0 0 6 
obviou 1 0 3 1 1 
frick 0 0 0 4 2 
rouen 0 6 0 0 0 
37.9 1 0 0 0 5 
counselor 0 6 0 0 0 
2.52 2 1 0 0 3 
display 0 0 1 5 0 
51.5 0 2 0 1 3 
seng 0 0 0 2 4 
deb 0 0 0 0 6 
tripl 1 1 2 0 2 
accur 2 2 0 0 2 
buckstein 0 0 0 6 0 
slim 0 0 5 1 0 
15.75 1 0 0 2 3 
occas 0 1 2 3 0 
box 0 0 0 3 3 
22.9 0 0 0 2 4 
roy 1 0 0 0 5 
end-januari 1 0 0 1 4 
ko 0 0 1 5 0 
caledonian 0 0 0 4 2 
ame 0 0 0 0 6 
inver 0 0 0 6 0 
29.0 0 0 0 0 6 
synthet 6 0 0 0 0 
longer-term 1 0 4 0 1 
41.1 0 0 0 0 6 
84.9 0 5 0 1 0 
523,000 0 1 0 0 5 
3.04 0 2 0 0 4 
2.13 1 0 0 1 4 
7-1/4 0 0 5 0 1 
63,000 0 0 0 1 5 
cocoa 0 6 0 0 0 
adm 0 6 0 0 0 
60.6 0 0 0 0 6 
siew 0 0 6 0 0 
tertiari 2 0 4 0 0 
haft 0 0 0 6 0 
2.68 0 0 0 0 6 
1-1/8 4 0 0 1 1 
87.0 0 1 0 0 5 
mulligan 0 6 0 0 0 
ohio-bas 0 0 0 5 1 
domtar 0 0 0 0 6 
88,000 0 0 0 0 6 
stapl 1 2 0 0 3 
nacco 0 0 0 0 6 
mmc 0 0 1 4 1 
guangdong 0 5 1 0 0 
monsanto 0 0 0 6 0 
bojangles' 0 0 0 5 1 
94.4 0 0 0 0 6 
empti 0 5 0 0 1 
24.6 0 0 0 0 6 
srd 1 0 0 5 0 
186 0 0 2 1 3 
zier 0 0 0 0 6 
asa 0 2 2 0 2 
19,000 2 0 0 1 3 
gillett 0 0 0 6 0 
kgaa 0 0 0 5 1 
furnac 0 0 0 3 3 
meston 0 0 0 5 1 
arabl 0 6 0 0 0 
karl 0 0 6 0 0 
tl 0 0 0 4 2 
chernobyl 0 4 1 0 1 
norgold 0 0 0 6 0 
warrington 0 0 0 6 0 
slash 1 3 1 0 1 
ramon 0 0 0 5 1 
g 0 0 0 3 3 
psi 0 0 0 1 5 
age 0 1 0 1 4 
ppg 0 0 0 3 3 
gruppo 0 0 0 6 0 
2.23 0 1 0 2 3 
lubric 3 0 0 2 1 
nearer 1 2 3 0 0 
pound' 0 0 6 0 0 
anniversari 0 0 2 1 3 
cdn 0 0 0 6 0 
canal 0 4 0 0 2 
markka 0 0 3 0 3 
bernstein 1 0 0 0 5 
wil 0 1 2 2 1 
flank 6 0 0 0 0 
master 0 0 0 2 4 
61.5 0 4 0 0 2 
meteorologist 0 6 0 0 0 
delor 0 0 2 4 0 
1,200,000 0 0 0 1 5 
128 0 0 0 4 2 
41,000 0 1 0 0 5 
coupon 1 0 3 2 0 
2.74 0 0 1 1 4 
colombia' 6 0 0 0 0 
6.20 0 0 3 1 2 
17-1/2 0 0 0 0 6 
24,000 1 1 0 0 4 
12th 0 0 0 3 3 
132,000 0 1 0 2 3 
heng 0 0 0 3 3 
commerce' 0 0 1 0 5 
mccormick 0 0 3 0 3 
30.8 0 0 0 0 6 
14.50 1 1 0 3 1 
115 0 0 3 2 1 
22.7 0 3 0 0 3 
2.88 0 1 2 0 3 
erod 0 4 0 0 2 
outweigh 1 0 3 1 1 
uac 0 0 0 3 3 
33.3 0 0 0 2 4 
ident 1 0 1 3 1 
38.7 0 0 1 0 5 
np 4 0 0 0 2 
overse 1 1 0 1 3 
27-1/2 0 0 0 0 6 
48.8 0 0 0 0 6 
948,000 4 0 0 0 2 
camco 0 0 0 3 3 
2.14 1 0 0 0 5 
moto 0 0 0 0 6 
58,000 2 0 0 0 4 
powder 1 0 2 3 0 
ampl 1 3 0 0 2 
380 0 0 1 1 4 
electromed 0 0 0 0 5 
2.53 0 0 0 0 5 
proof 0 1 3 0 1 
173,000 1 0 0 1 3 
29,000 0 0 0 0 5 
cont'l 0 0 0 0 5 
airbu 0 0 0 0 5 
thailand' 0 3 0 2 0 
audi' 0 0 0 0 5 
520 0 2 0 0 3 
dumez 0 0 0 5 0 
calmar 0 0 0 5 0 
invalid 0 0 0 5 0 
neighbour 3 0 1 1 0 
i'v 0 1 2 2 0 
render 0 0 0 5 0 
deng 0 5 0 0 0 
fujian 0 2 1 0 2 
119,000 0 0 0 0 5 
compat 1 0 0 3 1 
chosen 1 0 1 3 0 
6-3/16 0 0 5 0 0 
four-for-thre 0 0 0 1 4 
khj 0 0 0 5 0 
alexandria 5 0 0 0 0 
unproduct 0 0 0 4 1 
they'v 0 1 2 2 0 
reseed 0 5 0 0 0 
218,000 0 1 0 0 4 
aggrav 1 0 4 0 0 
dismantl 2 3 0 0 0 
gandalf 0 0 0 5 0 
end-us 2 1 0 0 2 
asea 0 0 0 2 3 
325,000 1 1 0 2 1 
26.6 0 0 0 0 5 
cpc' 0 0 0 5 0 
24.7 0 0 0 1 4 
goodwood 0 0 0 5 0 
memotec 0 0 0 4 1 
reg 0 0 0 0 5 
2,300,000 0 0 0 0 5 
abat 3 0 1 1 0 
1980' 2 2 0 0 1 
oshman' 0 0 0 0 5 
knowlton 0 0 0 5 0 
set-asid 0 4 0 0 1 
affineri 0 0 0 5 0 
scandinavia 0 0 0 4 1 
gsm-103 0 5 0 0 0 
december' 4 0 1 0 0 
alsthom 0 0 0 4 1 
pittsburgh 0 0 0 3 2 
gatt 0 5 0 0 0 
tape 0 0 0 3 2 
lock 1 2 1 0 1 
m.d.c. 0 0 0 2 3 
unstabl 0 0 4 1 0 
2400 0 0 0 5 0 
49.6 0 0 0 0 5 
18,000 0 3 0 1 1 
gabon 5 0 0 0 0 
bcf 3 0 0 1 1 
highlight 1 1 1 0 2 
bamberg 0 0 0 5 0 
variabl 3 1 1 0 0 
knoll 0 0 0 5 0 
nobodi 2 0 2 0 1 
133 0 1 0 0 4 
mee 5 0 0 0 0 
men 2 1 0 1 1 
andersen 1 0 0 0 4 
canterra 5 0 0 0 0 
